"EntityId","Chart Label","Technology","Technology Subtype","Year","Official Program Number","Calculated LCOE","","Overnight Capital Cost dollar per kW including Contingency","Contingency Factor","Overnight Capital Cost dollar per kW","Final Capital Cost, $/kW","Discount Rate","Lifetime Years","Final Lifetime in Years","Capital Recovery Factor","Tax Rate","Present Value of Depreciation","Average Capacity Factor","Max Capacity Factor","Final Capacity Factor","LCOE Capital Cost Term","O M All-Inclusive","Fixed O M dollar per kW","Variable O M dollar per MWh","Calculated OM All Inclusive Cost Term ($/kW)","Calculated Fixed OM Term ($/kW)","Calculated Variable OM Term ($/kW)","LCOE OM Term","Fuel","Fuel Cost","Heat Rate","LCOD Fuel Cost Term","","Reference Name","Publication Year","Report Author(s)","Dataset name","Dataset web source"
"g29032","Hydroelectric","Hydroelectric","Conventional","2008","",0.022,"","","1","1320",1320,0.07,"100",30,0.080586403511111,0.392,0.54407,"0.93195","","0.93195",0.016860021161539,"","12.72","3.2","","","",0.004758082294673,"Water",0,"",0,"","Logan et al., 2008","2008","Logan et al","National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.","http://www.nrel.gov/docs/fy09osti/45161.pdf "
"g21994","Hydroelectric","Hydroelectric","Conventional","2009","",0.035,"","2241.84","1.100000024","2038","2241.84",0.07,"",30,0.080586403511111,0.392,0.54407,"","0.87","0.87",0.030673416943677,"","13.63","2.43","","","",0.0042184322678843,"Water",0,"",0,"","AEO 2009","2009","AEO","Annual Energy Outlook 2009","http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf"
"g38073","Hydroelectric","Hydroelectric","","2009","",0.06,"","2291.48","","","2291.48",0.07,"",30,0.080586403511111,0.392,0.54407,"","",0.5,0.054553530732384,"","13.93","2.49","","","",0.0056703652968037,"Water",0,"",0,"","AEO 2010","2010","AEO","Annual Energy Outlook 2010","http://www.eia.gov/oiaf/archive/aeo10/pdf/0383(2010).pdf"
"g42228","Hydroelectric","Hydroelectric","Conventional","2009","",0.013,"","","","514","514",0.07,"30",30,0.080586403511111,0.392,0.54407,"0.615","","0.615",0.0099486648372123,"","8.77","1.6","","","",0.003227872443108,"Water",0,"",0,"","Klein et al. 2010","2010","Klein et al.","Comparate Costs of California Central Station Electricity Generation. Final Staff Report","http://www.energy.ca.gov/2009publications/CEC-200-2009-017/CEC-200-2009-017-SF.PDF"
"g42227","Hydroelectric","Hydroelectric","Conventional","2009","",0.037,"","","","771","771",0.07,"30",30,0.080586403511111,0.392,0.54407,"0.304","","0.304",0.030189616158975,"","12.59","2.39","","","",0.0071176796443163,"Water",0,"",0,"","Klein et al. 2010","2010","Klein et al.","Comparate Costs of California Central Station Electricity Generation. Final Staff Report","http://www.energy.ca.gov/2009publications/CEC-200-2009-017/CEC-200-2009-017-SF.PDF"
"g42229","Hydroelectric","Hydroelectric","Conventional","2009","",0.186,"","","","1638","1638",0.07,"30",30,0.080586403511111,0.392,0.54407,"0.125","","0.125",0.15598422563521,"","27.05","5","","","",0.029703196347032,"Water",0,"",0,"","Klein et al. 2010","2010","Klein et al.","Comparate Costs of California Central Station Electricity Generation. Final Staff Report","http://www.energy.ca.gov/2009publications/CEC-200-2009-017/CEC-200-2009-017-SF.PDF"
"g38064","Hydroelectric","Hydroelectric","","2009","",0.12,"","","","3300","3300",0.07,"",30,0.080586403511111,0.392,0.54407,"0.35","","0.35",0.11223354801069,"","25","0","","","",0.0081539465101109,"Water",0,"",0,"","E3 2010","2010","E3","Capital Cost Recommendations for 2009 TEPPC Study.","http://www.wecc.biz/committees/BOD/TEPPC/Versions/100106_TEPPC_E3_CapitalCosts.ppt_2.0.ppt"
"g38068","Hydroelectric","Hydroelectric","","2009","",0.084,"","","","3300","3300",0.07,"",30,0.080586403511111,0.392,0.54407,"0.5","","0.5",0.07856348360748,"","25","0","","","",0.0057077625570776,"Water",0,"",0,"","E3 2010","2010","E3","Capital Cost Recommendations for 2009 TEPPC Study.","http://www.wecc.biz/committees/BOD/TEPPC/Versions/100106_TEPPC_E3_CapitalCosts.ppt_2.0.ppt"
"g39614","Hydroelectric","Hydroelectric","Conventional","2010","DOE",0.091,"","","","2971","2971",0.07,"30",30,0.080586403511111,0.392,0.54407,"0.5","","0.5",0.070730942362976,"","90","0","","","",0.020547945205479,"Water",0,"3412",0,"","DOE 2013","2013","DOE","DOE Program Estimate",""
"g38037","Hydroelectric","Hydroelectric","","2010","",0.058,"","2221.23","","","2221.23",0.07,"",30,0.080586403511111,0.392,0.54407,"","",0.5,0.052881080816195,"","13.55","2.42","","","",0.0055136073059361,"Water",0,"",0,"","AEO 2011","2011","AEO","Annual Energy Outlook 2011","http://www.eia.gov/forecasts/aeo/pdf/0383(2011).pdf"
"g38760","Hydroelectric","Hydroelectric","","2010","",0.09,"","","","3500","3500",0.07,"",30,0.080586403511111,0.392,0.54407,"0.5","0.75","0.5",0.083324906856418,"","14.85","3","","","",0.0063904109589041,"Water",0,"",0,"","Mai et al., 2012","2012","Mai et al","Renewable Electricity Futures","http://www.nrel.gov/docs/fy12osti/52409-1.pdf"
"g38604","Hydroelectric","Hydroelectric","","2010","",0.093,"","","","3500","3500",0.07,"",30,0.080586403511111,0.392,0.54407,"0.5","0.75","0.5",0.083324906856418,"","14.85","5.94","","","",0.0093304109589041,"Water",0,"",0,"","Black and Veatch 2012","2012","Black and Veatch","COST AND PERFORMANCE DATA FOR POWER GENERATION TECHNOLOGIES","http://bv.com/docs/reports-studies/nrel-cost-report.pdf"
"g38805","Hydroelectric","Hydroelectric","","2011","",0.033,"","","","1000","1000",0.07,"60",30,0.080586403511111,0.392,0.54407,"0.45","","0.45",0.02645235138299,"","25","","","","",0.0063419583967529,"Water",0,"",0,"","IPCC 2011","2011","IPCC","IPCC Annex 3","http://srren.ipcc-wg3.de/report/"
"g38806","Hydroelectric","Hydroelectric","","2011","",0.066,"","","","2000","2000",0.07,"60",30,0.080586403511111,0.392,0.54407,"0.45","","0.45",0.05290470276598,"","50","","","","",0.012683916793506,"Water",0,"",0,"","IPCC 2011","2011","IPCC","IPCC Annex 3","http://srren.ipcc-wg3.de/report/"
"g38807","Hydroelectric","Hydroelectric","","2011","",0.098,"","","","3000","3000",0.07,"60",30,0.080586403511111,0.392,0.54407,"0.45","","0.45",0.079357054148969,"","75","","","","",0.019025875190259,"Water",0,"",0,"","IPCC 2011","2011","IPCC","IPCC Annex 3","http://srren.ipcc-wg3.de/report/"
